,,A Star Scenario 1 Data 
Unit Count, Food Completed, Tree Completed, Food Gathered, Tree Gathered,

12,9,30,86,309

13,8,30,90,310

13,9,30,86,309

12,9,30,87,308

12,9,30,87,308

13,9,30,85,310

13,8,30,90,310

12,9,30,87,309

12,9,30,87,310

12,9,30,87,308

12,9,30,90,308

12,7,28,85,301

12,8,30,87,311

13,9,30,85,308

12,9,30,87,307

12,9,30,87,310

12,9,30,87,305

12,9,30,87,310

12,9,31,87,307

13,9,30,85,305

12,9,30,86,311

12,9,30,87,308

12,9,30,87,309
